id,chapterno,part,question_number,question_text,question_type,option_a,option_b,option_c,option_d,correct_answer,explanation,created_at
28f3966f-6081-4ecf-9c58-29c040d156b8,1,1,20,He _______ too fast when suddenly a boy ran into the road.,,drove,drives,has driven,was driving,d,الجواب: was driving — Past Continuous: حدث مستمر انقطعه حدث آخر (was/were + فعل+ing),2026-02-27 15:18:31.895888+00
42d1781b-208a-4765-9ea1-cf89d02fd5f7,1,2,1,"While I _______ a story, I heard a strange noise.",,was reading,read,reads,have read,a,الجواب: was reading — Past Continuous: حدث مستمر انقطعه حدث آخر (was/were + فعل+ing),2026-02-27 15:18:31.895888+00
06419b12-cca7-410e-b5d9-28b5f38c9579,1,2,2,"While Ali was having a shower, somebody _______ at the door.",,was knocking,knocked,knocks,has knocked,b,الجواب: knocked — Past Simple: الحدث القاطع مع while يكون ماضياً بسيطاً,2026-02-27 15:18:31.895888+00
e5c6b40b-17ea-478a-a55a-339b2556bbb7,1,2,3,She _______ us to be quiet as we were making too much noise.,,was telling,tells,told,has told,c,الجواب: told — Past Simple: الحدث القاطع مع as يكون ماضياً بسيطاً,2026-02-27 15:18:31.895888+00
cbf339e9-9913-4cfa-8169-eb3c0994ee0b,1,2,4,Khaled was playing football when he _______ his ankle.,,was breaking,breaks,has broken,broke,d,الجواب: broke — Past Simple: الحدث القاطع مع when يكون ماضياً بسيطاً,2026-02-27 15:18:31.895888+00
02ffa5df-a3b3-46ac-a9a2-21b21636906b,1,2,5,I was eating breakfast when a bird _______ into the kitchen.,,flew,was flying,flies,has flown,a,الجواب: flew — Past Simple: الحدث القاطع مع when يكون ماضياً بسيطاً,2026-02-27 15:18:31.895888+00
9f941b84-7de8-4180-9777-abd0431b45fb,1,2,6,"When I met her at the airport, Muna _______ a long blue dress.",,wore,was wearing,wears,has worn,b,الجواب: was wearing — Past Continuous: حدث مستمر انقطعه حدث آخر (was/were + فعل+ing),2026-02-27 15:18:31.895888+00
dbe8328b-5769-424e-ac9e-66baa6514923,1,2,7,"As she _______ the shopping from the car, my grandmother slipped and broke her ankle.",,carried,carries,was carrying,has carried,c,الجواب: was carrying — Past Continuous: حدث مستمر انقطعه حدث آخر (was/were + فعل+ing),2026-02-27 15:18:31.895888+00
7a501f52-d52c-4b82-8577-c6cc96737c49,1,2,8,We were driving to the beach when we _______ a loud crash.,,were hearing,hear,have heard,heard,d,الجواب: heard — Past Simple: الحدث القاطع مع when يكون ماضياً بسيطاً,2026-02-27 15:18:31.895888+00
d48fbf94-701b-4428-8f4e-04e800dc1abe,1,2,9,I was driving to hospital when my mobile phone _______.,,rang,was ringing,rings,has rung,a,الجواب: rang — Past Simple: الحدث القاطع مع when يكون ماضياً بسيطاً,2026-02-27 15:18:31.895888+00
e1919a7f-4084-4de3-8a21-b74f8624ac3f,1,2,10,A bee flew in through the open window while I _______ a birthday cake.,,made,was making,makes,have made,b,الجواب: was making — Past Continuous: حدث مستمر انقطعه حدث آخر (was/were + فعل+ing),2026-02-27 15:18:31.895888+00
811fe715-1839-45c8-a9ac-34972d0f9779,1,2,11,"While Ali _______ a shower, somebody knocked at the front door.",,had,has,was having,have had,c,الجواب: was having — Past Continuous: حدث مستمر انقطعه حدث آخر (was/were + فعل+ing),2026-02-27 15:18:31.895888+00
9179fbf2-855d-4254-8624-f2d8e55c9362,1,2,12,I was ice-skating and I _______ over.,,was falling,falls,have fallen,fell,d,الجواب: fell — Past Simple: الحدث القاطع مع and يكون ماضياً بسيطاً,2026-02-27 15:18:31.895888+00
5fcbaa4f-e12c-431d-a683-b9142acb4aba,1,2,13,This book is very _______. I fall asleep whenever I try to read it.,,boring,bored,boringly,bore,a,الجواب: boring — صفة تنتهي بـ (ing) تصف طبيعة الشيء نفسه (الكتاب مملّ),2026-02-27 15:18:31.895888+00
9426bc66-bcd7-4636-8e61-487c5d8a05ee,1,2,14,It was the most _______ day of my life.,,frightened,frightening,frighteningly,frighten,b,الجواب: frightening — صفة تنتهي بـ (ing) تصف طبيعة الموقف (اليوم كان مرعباً),2026-02-27 15:18:31.895888+00
406a66d5-4ee3-4c81-a7ec-c0f2de04a627,1,2,15,I saw a very _______ film on TV last night. (the film caused the feeling),,interested,interestingly,interesting,interest,c,الجواب: interesting — صفة تنتهي بـ (ing) تصف طبيعة الشيء (الفيلم شيّق),2026-02-27 15:18:31.895888+00
b1e97832-7b5e-4319-a3c1-9adb6b0daf1d,1,2,16,The children were very _______ when our car broke down in the desert.,,frightening,frighteningly,frighten,frightened,d,الجواب: frightened — صفة تنتهي بـ (ed) تصف مشاعر الشخص (الأطفال خافوا),2026-02-27 15:18:31.895888+00
c4b95311-ee53-47a3-8a74-560551b783dc,1,2,17,He's a very _______ person. He has lots of great stories to tell.,,interesting,interested,interestingly,interest,a,الجواب: interesting — صفة تنتهي بـ (ing) تصف طبيعة الشخص (شخص مثير للاهتمام),2026-02-27 15:18:31.895888+00
a419b0f8-2cce-4637-bb09-ce10f64808f7,1,2,18,What's the most _______ thing you have ever done?,,excited,exciting,excitingly,excite,b,الجواب: exciting — صفة تنتهي بـ (ing) تصف طبيعة الشيء (الأمر مثير),2026-02-27 15:18:31.895888+00
608f5524-93d4-4324-b081-6d7cca0156d4,1,2,19,My flight was _______ because it was a twelve hours' flight.,,tired,tiringly,tiring,tire,c,الجواب: tiring — صفة تنتهي بـ (ing) تصف طبيعة الرحلة (الرحلة كانت متعبة),2026-02-27 15:18:31.895888+00
5eff1abb-691a-40d2-b7ae-f815010ea8b3,1,2,20,He was very _______ when he saw the spider.,,frightening,frighteningly,frighten,frightened,d,الجواب: frightened — صفة تنتهي بـ (ed) تصف مشاعر الشخص (هو خاف),2026-02-27 15:18:31.895888+00
7c4a8a30-69ba-4e8f-9d7d-14d69b05d85b,1,3,1,I saw a very _______ film on TV last night. (the film itself was exciting),,exciting,excited,excitingly,excite,a,الجواب: exciting — صفة تنتهي بـ (ing) تصف طبيعة الفيلم (الفيلم مثير),2026-02-27 15:18:31.895888+00
e85948a5-849c-4cf1-ab22-337f61a801b7,1,3,2,She is not very _______ in fashion.,,interesting,interested,interestingly,interest,b,الجواب: interested — صفة تنتهي بـ (ed) تصف مشاعر الشخص (هي لا تهتم),2026-02-27 15:18:31.895888+00
e80499d2-d9f1-4ad4-893f-4ac82a6bc3d2,1,3,3,He's a very _______ man. He's travelled all around the world.,,interested,interestingly,interesting,interest,c,الجواب: interesting — صفة تنتهي بـ (ing) تصف طبيعة الشخص (شخص مثير للاهتمام),2026-02-27 15:18:31.895888+00
a2b179a6-45ba-40bb-b603-baee15efb0ab,1,3,4,The lecture was so _______ that I almost fell asleep.,,bored,boringly,bore,boring,d,الجواب: boring — صفة تنتهي بـ (ing) تصف طبيعة المحاضرة (المحاضرة مملّة),2026-02-27 15:18:31.895888+00
30b41f02-cd0d-41c6-a82c-8b31c57d8c6e,1,3,5,She was very _______ with him for not telling her the truth.,,annoyed,annoying,annoyingly,annoy,a,الجواب: annoyed — صفة تنتهي بـ (ed) تصف مشاعر الشخص (هي انزعجت),2026-02-27 15:18:31.895888+00
4aa4dbe3-ff13-4a2e-a4c2-f34329e53b31,1,3,6,Have you seen that film? It's really _______.,,frightened,frightening,frighteningly,frighten,b,الجواب: frightening — صفة تنتهي بـ (ing) تصف طبيعة الفيلم (الفيلم مرعب),2026-02-27 15:18:31.895888+00
33801f99-3b44-4310-9964-d1b5e64f0ff2,1,3,7,We were very _______ when our car broke down in the desert.,,frightening,frighteningly,frightened,frighten,c,الجواب: frightened — صفة تنتهي بـ (ed) تصف مشاعر الشخص (نحن خفنا),2026-02-27 15:18:31.895888+00
04829c4c-fa38-412a-a3fb-515cc64f7383,1,3,8,We hope that we can live _______ together.,,peaceful,peace,peacefulness,peacefully,d,الجواب: peacefully — ظرف حال (adverb) يصف الفعل live، يُكوَّن بإضافة (ly) للصفة peaceful,2026-02-27 15:18:31.895888+00
cd453ba3-664b-44e6-bd57-e6a92105ee6d,1,3,9,The film is _______ directed.,,wonderfully,wonderful,wonder,wonderfulness,a,الجواب: wonderfully — ظرف حال (adverb) يصف الفعل directed، يُكوَّن بإضافة (ly) للصفة wonderful,2026-02-27 15:18:31.895888+00
815fd6fc-3ee3-4092-bf41-b86dcbe64442,1,3,10,We all dream of living _______ together.,,peaceful,peacefully,peace,peacefulness,b,الجواب: peacefully — ظرف حال (adverb) يصف الفعل living، يُكوَّن بإضافة (ly) للصفة peaceful,2026-02-27 15:18:31.895888+00
723d3ee4-be85-4e47-bb6c-1e2615851c5d,1,3,11,The story was _______ written.,,beautiful,beauty,beautifully,beautifulness,c,الجواب: beautifully — ظرف حال (adverb) يصف الفعل written، يُكوَّن بإضافة (ly) للصفة beautiful,2026-02-27 15:18:31.895888+00
332783cd-a580-4e23-b978-da584493de25,1,3,12,He drives the car _______.,,careful,care,carefulness,carefully,d,الجواب: carefully — ظرف حال (adverb) يصف الفعل drives، يُكوَّن بإضافة (ly) للصفة careful,2026-02-27 15:18:31.895888+00
eb4feea5-63f5-4bbb-bc83-a96127b4cdde,1,3,13,Sara _______ lifted the box.,,carefully,careful,care,carefulness,a,الجواب: carefully — ظرف حال (adverb) يصف الفعل lifted، يُكوَّن بإضافة (ly) للصفة careful,2026-02-27 15:18:31.895888+00
3fb9b9ac-f5ad-4da9-a8f6-22aa19afd43e,1,3,14,The picture was _______ painted.,,beautiful,beautifully,beauty,beautifulness,b,الجواب: beautifully — ظرف حال (adverb) يصف الفعل painted، يُكوَّن بإضافة (ly) للصفة beautiful,2026-02-27 15:18:31.895888+00
e34e20e3-a896-4311-b9c4-09f22a861f84,1,3,15,I can't remember when I _______ stamp-collecting.,,took up it,up took it,took it up,it took up,c,الجواب: took it up — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (took + it + up),2026-02-27 15:18:31.895888+00
90e7f1d6-5158-48de-a044-446397996c95,1,3,16,I like those shoes. Can I _______?,,try on them,on try them,them try on,try them on,d,الجواب: try them on — Phrasal Verb مع ضمير: الضمير (them) يأتي بين الفعل والحرف (try + them + on),2026-02-27 15:18:31.895888+00
afd0aa56-12ba-4173-beb0-d6572ecdee17,1,3,17,Smoking is terrible. You should _______.,,give it up,give up it,up give it,it give up,a,الجواب: give it up — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (give + it + up),2026-02-27 15:18:31.895888+00
6822c356-ff01-478e-88b4-07660976d8ad,1,3,18,Most smokers _______ as teenagers.,,take up it,take it up,up take it,it take up,b,الجواب: take it up — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (take + it + up),2026-02-27 15:18:31.895888+00
b2118679-392a-48cd-bcfa-957bf0009df2,1,3,19,These trousers were too long so _______ to make them fit.,,I took up them,up I took them,I took them up,them I took up,c,الجواب: I took them up — Phrasal Verb مع ضمير: الضمير (them) يأتي بين الفعل والحرف (took + them + up),2026-02-27 15:18:31.895888+00
4b748190-a218-4d3c-b391-1cdadc2c6fa1,1,3,20,The music is too loud. Can you _______?,,turn down it,down turn it,it turn down,turn it down,d,الجواب: turn it down — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (turn + it + down),2026-02-27 15:18:31.895888+00
c5eac8c5-2d8d-48af-8fba-b60a8d6d8fbc,1,4,1,That pencil is on the floor. Can you _______?,,pick it up,pick up it,up pick it,it pick up,a,الجواب: pick it up — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (pick + it + up),2026-02-27 15:18:31.895888+00
45413eef-21d1-447e-b74a-8a4bcd7e09c8,1,4,2,I've already _______ the music.,,turned down it,turned it down,down turned it,it turned down,b,الجواب: turned it down — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (turned + it + down),2026-02-27 15:18:31.895888+00
8516d803-ed99-4c61-8d1c-d47e8c252333,1,4,3,I'll _______ in a minute.,,turn down it,down turn it,turn it down,it turn down,c,الجواب: turn it down — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (turn + it + down),2026-02-27 15:18:31.895888+00
45c37dda-427e-4f5e-b112-41fc7dce3aee,1,4,4,This pencil is really old. You can _______.,,throw away it,away throw it,it throw away,throw it away,d,الجواب: throw it away — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (throw + it + away),2026-02-27 15:18:31.895888+00
9444ab0f-6d31-4efa-bee5-80bcd96ea7d4,1,4,5,They'll _______ from the airport.,,pick him up,pick up him,up pick him,him pick up,a,الجواب: pick him up — Phrasal Verb مع ضمير: الضمير (him) يأتي بين الفعل والحرف (pick + him + up),2026-02-27 15:18:31.895888+00
cad28769-08c9-4eda-bc1b-e199834d695b,1,4,6,Can you _______ the music?,,turn down it,turn it down,down turn it,it turn down,b,الجواب: turn it down — Phrasal Verb مع ضمير: الضمير (it) يأتي بين الفعل والحرف (turn + it + down),2026-02-27 15:18:31.895888+00
8948b457-6ed7-4be4-9653-f4f7430d1d2d,1,4,7,An average of eight hours a night is about right. _______,,Getting enough sleep.,You should getting sleep.,Get enough sleep.,Sleep is needed enough.,c,الجواب: Get enough sleep. — Imperative: نبدأ الجملة بالفعل مباشرة بدون ضمير (Get/Never/Drink...),2026-02-27 15:18:31.895888+00
34db474c-138c-4c31-ac34-dfe2b7d0efbc,1,4,8,It's the most important meal of the day. _______,,You never miss breakfast.,Missing breakfast is bad.,Breakfast never miss.,Never miss breakfast.,d,الجواب: Never miss breakfast. — Imperative: نبدأ الجملة بالفعل مباشرة بدون ضمير (Get/Never/Drink...),2026-02-27 15:18:31.895888+00
e9a8c6c6-4042-4e86-9520-51756fa45fa2,1,4,9,"At least a litre and a half every day. Tea, coffee, and soft drinks are not water. _______",,Drink plenty of water.,You should drinking water.,Drinking plenty of water.,Water drink plenty.,a,الجواب: Drink plenty of water. — Imperative: نبدأ الجملة بالفعل مباشرة بدون ضمير (Get/Never/Drink...),2026-02-27 15:18:31.895888+00
44330b4e-9e3e-4223-8b3d-9b5ae1aa1569,1,4,10,Get them tested once a year. _______,,You look after your eyes.,Look after your eyes.,Looking after your eyes.,Your eyes look after.,b,الجواب: Look after your eyes. — Imperative: نبدأ الجملة بالفعل مباشرة بدون ضمير (Look/Be/Don't...),2026-02-27 15:18:31.895888+00
e4993c20-8ccd-43e6-8f9a-bf2b942a0807,1,4,11,Tea is better for your heart and can even lower your blood pressure. _______,,You don't drink too much coffee.,Not drinking too much coffee.,Don't drink too much coffee.,Too much coffee don't drink.,c,الجواب: Don't drink too much coffee. — Imperative النفي: Don't + فعل المصدر لإعطاء نصيحة سلبية,2026-02-27 15:18:31.895888+00
df4fa529-6fba-4926-bc57-49341ea57ca5,1,4,12,Make sure you are up to date with vaccinations and take malaria medication if necessary. _______,,You should be safe when travel.,Being safe when you travel.,Travel safe you should be.,Be safe when you travel.,d,الجواب: Be safe when you travel. — Imperative: نبدأ الجملة بالفعل مباشرة بدون ضمير (Be/Look/Take...),2026-02-27 15:18:31.895888+00
131eb785-7d3c-4bb5-b93f-9ef50265b0c6,1,4,13,"Ideally, do sport three times a week. If you hate sport, go for a 20-minute walk every day. _______",,Take some exercise every day.,You take some exercise every day.,Taking some exercise every day.,Every day exercise take some.,a,الجواب: Take some exercise every day. — Imperative: نبدأ الجملة بالفعل مباشرة بدون ضمير (Take/Get/Be...),2026-02-27 15:18:31.895888+00
638d9fee-b794-472c-9980-cb08a9854429,1,4,14,How _______ exercise does he take a week?,,many,much,few,little,b,الجواب: much — much مع الأسماء غير المعدودة (exercise = uncountable),2026-02-27 15:18:31.895888+00
eda0ec58-cb91-4273-848f-27564ff7d997,1,4,15,We need a _______ more oranges.,,much,little,few,less,c,الجواب: a few — a few مع الأسماء المعدودة الجمع (oranges = countable plural),2026-02-27 15:18:31.895888+00
380b45e4-c2f4-463a-ba13-e74092fcae8f,1,4,16,Hurry up. There isn't _______ time before the bus leaves.,,many,few,little,much,d,الجواب: much — much مع الأسماء غير المعدودة (time = uncountable),2026-02-27 15:18:31.895888+00
744e3a1b-7ee9-4657-9b62-59690e8855a8,1,4,17,Put your case in the car. There's still a _______ space left.,,little,few,many,much,a,الجواب: a little — a little مع الأسماء غير المعدودة (space = uncountable),2026-02-27 15:18:31.895888+00
00c1cc59-af6d-4229-991f-5a84eb74222d,1,4,18,"I've got a _______ work to finish, so can you wait a minute?",,few,little,many,much,b,الجواب: a little — a little مع الأسماء غير المعدودة (work = uncountable),2026-02-27 15:18:31.895888+00
e1718e94-73be-41c0-86b7-99c825afd42e,1,4,19,There isn't _______ space to put all the stuff.,,many,few,much,little,c,الجواب: much — much مع الأسماء غير المعدودة (space = uncountable),2026-02-27 15:18:31.895888+00
3c83798b-d790-474f-be67-b304969b4e99,1,4,20,_______ money do you spend a month?,,How many,How few,How little,How much,d,الجواب: How much — How much مع الأسماء غير المعدودة (money = uncountable),2026-02-27 15:18:31.895888+00
5ecc1d3c-b15a-4acc-b529-6ba8f5695bef,1,5,1,How _______ time do you spend on your homework?,,much,many,few,little,a,الجواب: much — much مع الأسماء غير المعدودة (time = uncountable),2026-02-27 15:18:31.895888+00
3d581b00-94c6-4592-aac6-5fff441eda41,1,5,2,How _______ apples do you need?,,much,many,little,less,b,الجواب: many — How many مع الأسماء المعدودة الجمع (apples = countable plural),2026-02-27 15:18:31.895888+00
9cf4149a-3448-460f-bb5b-cc063f5d6828,1,5,3,How _______ time is left?,,many,few,much,little,c,الجواب: much — much مع الأسماء غير المعدودة (time = uncountable),2026-02-27 15:18:31.895888+00
ccce474c-c31c-46de-a87f-015feec18e9b,1,5,4,There's only a _______ orange juice left in the bottle.,,few,many,much,little,d,الجواب: a little — a little مع الأسماء غير المعدودة (orange juice = uncountable),2026-02-27 15:18:31.895888+00
652b157c-abd7-414e-8c40-24cf5ad5cba2,1,5,5,I have met her a _______ times.,,few,much,little,less,a,الجواب: a few — a few مع الأسماء المعدودة الجمع (times = countable plural),2026-02-27 15:18:31.895888+00
d0e77485-b0a5-4aeb-bc3b-89f23d1fd459,1,5,6,There isn't _______ space in that parking place.,,many,much,few,little,b,الجواب: much — much مع الأسماء غير المعدودة (space = uncountable),2026-02-27 15:18:31.895888+00
afc2c707-14e6-4220-b33a-ac6ae5eafb38,1,5,7,How _______ meals do you eat a day?,,much,little,many,less,c,الجواب: many — How many مع الأسماء المعدودة الجمع (meals = countable plural),2026-02-27 15:18:31.895888+00
17f6d19e-9286-4ae7-a0bc-7b96d323e171,1,5,8,You'll have to wait a _______ minutes.,,much,little,less,few,d,الجواب: a few — a few مع الأسماء المعدودة الجمع (minutes = countable plural),2026-02-27 15:18:31.895888+00
3c8416ee-7a2d-4afa-a9a7-7d9a55482e08,1,5,9,There weren't _______ people at the meeting.,,many,much,little,less,a,الجواب: many — many مع الأسماء المعدودة الجمع (people = countable plural),2026-02-27 15:18:31.895888+00
365e8bdf-4cea-4147-8dc6-14123e5cf876,1,5,10,We need a _______ more fruit to take on the picnic.,,few,little,many,much,b,الجواب: a little — a little مع الأسماء غير المعدودة (fruit = uncountable),2026-02-27 15:18:31.895888+00
65cf0695-1508-400b-8546-1117cdd8e86d,1,5,11,There were only a _______ people at the party.,,much,little,few,less,c,الجواب: a few — a few مع الأسماء المعدودة الجمع (people = countable plural),2026-02-27 15:18:31.895888+00
8f887df5-6965-4a29-ab73-4a6796f56e50,1,5,12,How _______ hours' sleep did you get the night before?,,much,little,less,many,d,الجواب: many — How many مع الأسماء المعدودة الجمع (hours = countable plural),2026-02-27 15:18:31.895888+00
27b4ab83-98ee-4a60-b416-c9d7a3748302,1,5,13,I've met her a _______ times.,,few,much,little,less,a,الجواب: a few — a few مع الأسماء المعدودة الجمع (times = countable plural),2026-02-27 15:18:31.895888+00
56a82b9a-8d6e-494e-910e-fb0430cc8f0a,1,5,14,The teacher gives us a _______ time to prepare before a test.,,few,little,many,much,b,الجواب: a little — a little مع الأسماء غير المعدودة (time = uncountable),2026-02-27 15:18:31.895888+00
fd6db81c-bee9-4731-8604-da08c30b311a,1,5,15,How _______ sleep did you get last night?,,many,few,much,little,c,الجواب: much — much مع الأسماء غير المعدودة (sleep = uncountable),2026-02-27 15:18:31.895888+00
2555adf9-6c57-407a-a975-9ca0ed0a78dc,1,5,16,How _______ times a week do you wash your hair?,,much,little,less,many,d,الجواب: many — How many مع الأسماء المعدودة الجمع (times = countable plural),2026-02-27 15:18:31.895888+00
f15a2e2e-d33e-4127-99e3-889495c4c1cb,1,5,17,"She _______ glasses, but now she has contact lenses.",,used to wear,use to wear,wears,was wearing,a,الجواب: used to wear — used to + فعل المصدر: عادة في الماضي لم تعد موجودة,2026-02-27 15:18:31.895888+00
591dacab-774b-4c68-9401-d0a6d111fd04,1,5,18,"He _______ his hair cut at the hairdresser's, but now his wife cuts it for him.",,use to have,used to have,has,was having,b,الجواب: used to have — used to + فعل المصدر: عادة في الماضي لم تعد موجودة,2026-02-27 15:18:31.895888+00
58028c39-3ff0-46e9-8f8e-9dda83a9e83f,1,5,19,"I _______ a bicycle, but someone stole it last week.",,use to have,have,used to have,was having,c,الجواب: used to have — used to + فعل المصدر: عادة في الماضي لم تعد موجودة,2026-02-27 15:18:31.895888+00
bd9cdbfb-6061-4425-864b-927fdf6a1ac3,1,5,20,"She _______ so thin, but she got very ill last year and lost weight.",,doesn't use to be,wasn't,hadn't been,didn't use to be,d,الجواب: didn't use to be — النفي: didn't use to (بدون d في use),2026-02-27 15:18:31.895888+00
